CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
DLZAC2630,BAÑUELOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,GUADALUPE,GUADALUPE BAÑUELOS,POZO,-102.52832,22.65815,2022,187.8,386.0,144.6,295.6,0.025,0.0015,1.15,1.1,1.318,0.019,0.003,0.005,0.0005,0.005
DLZAC2632,TRANCOSO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,TRANCOSO,CHUPADEROS,POZO,-102.31134,22.77001,2022,159.5,424.0,134.5,282.2,0.025,0.0015,1.02,1.1,4.005,0.02,0.003,0.005,0.0005,0.005
DLZAC2641,MELCHOR OCAMPO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,CEDROS,POZO,-101.6368,24.8328,2022,236.5,2123.0,972.0,1899.6,0.576,0.013,0.61,1.1,4.492,0.01,0.003,0.005,0.0005,0.005
DLZAC2643,CONCEPCION DEL ORO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,GUADALUPE GARZARON,POZO,-101.34845,24.55602,2022,215.5,685.0,340.0,550.4,0.025,0.0015,0.31,1.1,3.071,0.051,0.003,0.005,0.0005,0.005
DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,EL SALVADOR,POZO,-100.86099,24.52365,2022,353.6,3820.0,714.0,2705.6,0.067,0.0015,1.22,31.0,4.173,0.102,0.003,0.005,0.0005,0.005
DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,EL SALVADOR,POZO,-100.96738,24.38432,2022,214.4,1738.0,750.0,1457.4,0.093,0.002,0.74,1.1,7.914,0.01,0.003,0.005,0.0005,0.005
DLZAC2652M1,LA JOYA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MORELOS,CALERA,POZO,-102.65772,22.89935,2022,201.1,515.0,156.0,368.6,0.03,0.0015,0.63,1.1,2.014,0.015,0.003,0.012,0.0005,0.005
DLZAC2654,CAMACHO 2 (ESTACION OPAL CNA 006),CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,CAMACHO,POZO,-102.42171,24.32433,2022,274.0,1704.0,366.0,1255.0,0.025,0.0015,2.14,31.0,1.476,0.02,0.003,0.005,0.0005,0.005
DLZAC2655,CAMACHO 1 (SAN MARCOS),CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,CAMACHO,POZO,-102.17488,24.24101,2022,369.1,2125.0,164.0,1438.4,0.025,0.002,5.99,97.0,3.559,0.212,0.003,0.005,0.0005,0.005
DLZAC2659,ESTANCIA LA COLORADA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VILLA DE COS,GUADALUPE DE LAS CORRIENTES,POZO,-102.39469,23.78591,2022,831.0,2262.0,10.0,1590.2,0.152,0.006,23.84,1.1,20.527,0.458,0.003,0.005,0.0005,0.005
DLZAC2660,GUADALUPE DE LAS CORRIENTES,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VILLA DE COS,GUADALUPE DE LAS CORRIENTES,POZO,-102.51058,23.70464,2022,196.7,1044.0,190.0,795.2,0.025,0.0015,3.17,1.1,7.006,0.021,0.003,0.005,0.0005,0.005
DLZAC2661,CAÑITAS DE FELIPE PESCADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CAÑITAS DE FELIPE PESCADOR,GUADALUPE DE LAS CORRIENTES,POZO,-102.75542,23.56972,2022,260.8,894.0,130.0,652.6,0.025,0.013,2.84,1.1,5.979,0.021,0.003,0.005,0.0005,0.005
DLZAC2663,POZOS DE CARRILLO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,AGUANAVAL,POZO,-102.99778,23.19742,2022,184.5,450.0,140.0,334.2,0.025,0.002,1.31,1.1,1.356,0.018,0.003,0.005,0.0005,0.005
DLZAC2673,GENERAL FRANCISCO R MURGUIA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,GENERAL FRANCISCO R. MURGUÍA,EL PALMAR,POZO,-103.0163,24.00304,2022,270.7,791.0,82.0,554.4,0.025,0.0015,1.24,1.1,4.871,0.099,0.003,0.005,0.0005,0.005
DLZAC2675,EL CARDITO 2 (BANDERITAS),CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,EL CARDITO,POZO,-101.99526,24.19737,2022,89.5,3955.0,1252.0,3825.0,0.047,0.0015,1.33,1.1,55.807,0.01,0.003,0.005,0.0005,0.005
DLZAC2680M1,CARCAMO DE BOMBEO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,RÍO GRANDE,EL PALMAR,POZO,-103.03076,23.81987,2022,212.2,574.0,134.0,392.8,0.025,0.0015,1.65,1.1,2.135,0.025,0.003,0.005,0.0008,0.005
DLZAC2681,CHUPADEROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VILLA DE COS,CHUPADEROS,POZO,-102.31851,23.15117,2022,228.7,1007.0,174.0,688.2,0.234,0.003,1.2,1.1,2.614,0.019,0.003,0.021,0.0005,0.005
DLZAC5393,APULCO,LERMA SANTIAGO PACÍFICO,ZACATECAS,NOCHISTLÁN DE MEJÍA,NOCHISTLAN,POZO,-102.77041,21.34599,2022,125.9,354.0,150.6,251.6,0.025,0.0015,4.62,63.0,0.32,0.01,0.003,0.005,0.0005,0.005
DLZAC5394,NOCHISTLAN,LERMA SANTIAGO PACÍFICO,ZACATECAS,APULCO,NOCHISTLAN,POZO,-102.69382,21.38652,2022,120.4,436.0,102.4,226.6,0.025,0.0015,4.65,10.0,0.492,0.01,0.003,0.005,0.0005,0.005
DLZAC5395,LUIS MOYA,LERMA SANTIAGO PACÍFICO,ZACATECAS,LUIS MOYA,OJOCALIENTE,POZO,-102.24267,22.4365,2022,158.4,382.0,74.3,256.0,0.025,0.0015,2.93,1.1,2.284,0.047,0.003,0.005,0.0005,0.005
DLZAC5396,HUANUSCO,LERMA SANTIAGO PACÍFICO,ZACATECAS,HUANUSCO,JALPA-JUCHIPILA,POZO,-102.97662,21.77476,2022,220.3,471.0,43.6,400.0,0.067,0.002,6.42,1.1,1.027,0.024,0.003,0.005,0.0005,0.005
DLZAC6536,POZO MESAS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,CEDROS,POZO,-101.72625,24.60625,2022,237.6,1176.0,200.0,805.8,0.458,0.013,1.23,1.1,0.059,0.01,0.003,0.005,0.0005,0.005
DLZAC6537,POZO CERRO GORDO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,CEDROS,POZO,-101.636306,24.640556,2022,209.9,597.0,294.0,479.2,0.025,0.0015,0.53,249.0,2.941,0.02,0.003,0.005,0.0005,0.005
DOMICILIARIA MAZACAHUI,DOMICILIARIA MAZACAHUI,NOROESTE,SONORA,BAVIACORA,RIO SONORA,POZO,-110.11896,29.54035,2022,374.5,2469.0,959.7,1924.3,0.025,0.0015,0.68,1.1,37.906,0.01,0.003,0.005,0.0005,0.005
GCAEH00004,POZO MAESTRO SOMBRERUDO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,TECOLUTLA,POZO,-97.3049444444444,20.5923055555556,2022,317.3,358.0,332.441,437.0,0.10788,0.0015,0.2,1.1,0.349,0.01,0.003,0.00555,0.0005,0.005
GCAEH00045,POZO 2,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16569,27.87942,2022,279.9,3208.0,1132.0,2674.5,57.17,0.5249,0.497252,173.0,0.0497,0.01,0.003,0.005,0.0005,0.005
GCAEH00046,POZO 3,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16467,27.87936,2022,312.5,3296.0,1120.0,2583.0,66.11,0.8138,0.560446,161.0,0.0324,0.01,0.003,0.005,0.0005,0.005
GCAEH00050,POZO BARRENO 1,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16441,27.87703,2022,316.8,3413.0,1232.0,2600.0,64.79,0.6498,0.55064,203.0,0.0646,0.01,0.003,0.005,0.0005,0.005
GCAEH00051,POZO 4,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16443,27.87699,2022,244.1,3344.0,1312.0,2556.0,71.84,0.7249,0.469973,2046.0,0.02,0.01,0.003,0.005,0.0005,0.005
GCAEH00052,BARRENO 6,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16372,27.87983,2022,281.0,3259.0,1172.0,2559.0,84.36,1.248,0.535683,262.0,0.416,0.01,0.003,0.005,0.0005,0.005
GCAEH00053,MINA 6,RÍO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,REGION CARBONIFERA,POZO,-101.16396,27.88863,2022,324.4,2824.0,1132.0,2110.0,65.76,1.365,0.542529,160.0,0.2506,0.01,0.003,0.005,0.0005,0.005
GCAEH00054,TOMA DOMICILIARIA,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TEPETITLAN,VALLE DEL MEZQUITAL,TOMA DOMICILIARIA,-99.34943,20.15351,2022,442.68,1704.0,361.31,1192.0,0.025,0.0015,0.9958,1.1,24.2809,0.01,0.003,0.005,0.0005,0.005
GCAEH00055,POZO EL JAGÜEY DE LA LOMA,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TEPETITLAN,VALLE DEL MEZQUITAL,POZO,-99.38333,20.16407,2022,334.8,879.0,240.22,652.0,0.025,0.243811,0.5492,1.1,1.1653,0.01,0.003,0.005,0.0005,0.005
GRANJAS DE SAN PEDRO,GRANJAS DE SAN PEDRO,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.8561944,22.16622222,2022,154.0,453.0,90.0,316.0,0.063,0.005,0.76,1.1,1.598,0.01,0.003,0.005,0.0005,0.005
LA BURBUJA,LA BURBUJA,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA ,PRESA LA AMISTAD,BROTE,-101.09895,29.42102,2022,212.2,971.0,388.0,627.4,0.025,0.051,0.57,30.0,0.776,0.01,0.003,0.005,0.0005,0.005
MET-001,BACANUCHI POZO,NOROESTE,SONORA,ARIZPE,RIO SONORA,POZO,-110.226908,30.603729,2022,250.9,1068.0,514.0,839.2,0.025,0.0015,0.22,1.1,1.738,0.01,0.003,0.005,0.0005,0.005
MET-010,ARIZPE POZO 3,NOROESTE,SONORA,ARIZPE,RÍO SONORA,POZO,-110.15732,30.34731,2022,213.6,835.0,380.0,618.2,0.234,0.003,0.32,1.1,1.12,0.01,0.003,0.008,0.0005,0.005
MET-012,BAMORI POZO NUEVO,NOROESTE,SONORA,ARIZPE,RIO SONORA,POZO,-110.18674,30.29633,2022,207.9,879.0,210.0,439.2,0.025,0.0015,0.5,1.1,2.83,0.01,0.003,0.005,0.0005,0.005
MET-013,SINOQUIPE POZO,NOROESTE,SONORA,ARIZPE,RÍO SONORA,POZO,-110.24447,30.15875,2022,208.8,601.0,254.0,353.0,0.025,0.0015,0.32,41.0,2.091,0.01,0.003,0.005,0.0005,0.005
MET-016,BANAMICHI POZO,NOROESTE,SONORA,BANAMICHI,RÍO SONORA,POZO,-110.21958,30.01684,2022,226.5,699.0,284.0,458.2,0.025,0.0015,0.52,1.1,1.566,0.01,0.003,0.005,0.0005,0.005
MET-021,RANCHITO DE HUEPAC POZO,NOROESTE,SONORA,HUEPAC,RÍO SONORA,POZO,-110.21885,29.88448,2022,307.2,1046.0,380.0,753.4,0.025,0.0015,0.44,20.0,4.732,0.01,0.003,0.005,0.0005,0.005
MET-025,LA ESTANCIA POZO,NOROESTE,SONORA,ACONCHI,RÍO SONORA,POZO,-110.21546,29.79699,2022,279.6,1080.0,380.0,764.4,0.025,0.0015,0.47,1.1,6.256,0.01,0.003,0.005,0.0005,0.005
MET-027,SAN JOSÉ DE BAVIACORA POZO,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.18702,29.74655,2022,329.9,1150.0,468.1,807.7,0.025,0.0015,0.45,1.1,5.054,0.013,0.003,0.005,0.0005,0.005
MET-031,PUERTA DEL SOL POZO,NOROESTE,SONORA,URES,RÍO SONORA,POZO,-110.27814,29.46299,2022,176.9,569.0,192.8,374.8,0.037,0.0015,0.64,146.0,1.265,0.01,0.003,0.005,0.0005,0.005
MET-034,SAN PEDRO DE URES POZO,NOROESTE,SONORA,URES,RÍO SONORA,POZO,-110.36998,29.43705,2022,222.4,788.0,307.2,535.2,0.025,0.0015,0.51,1.1,3.586,0.01,0.003,0.005,0.0005,0.005
MET-037,SANTIAGO DE URES POZO,NOROESTE,SONORA,URES,RÍO SONORA,POZO,-110.41217,29.43628,2022,301.6,1227.0,447.8,875.4,0.025,0.0015,0.63,1.1,7.838,0.01,0.003,0.005,0.0005,0.005
MET-046,SAN JOSÉ DE GRACIA POZO,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA,POZO,-110.61205,29.29126,2022,212.7,1189.0,367.5,884.0,0.025,0.0015,0.63,30.0,1.652,0.01,0.003,0.005,0.0005,0.005
MET-051,EL MOLINITO POZO,NOROESTE,SONORA,ACONCHI,RIO SONORA,POZO,-110.21194,29.79459,2022,342.6,1141.0,334.0,712.7,0.025,0.0015,0.82,1.1,2.059,0.014,0.003,0.005,0.0005,0.005
MET-076,LA AURORA POZO 1,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.12923,29.57729,2022,350.2,1420.0,595.9,1040.7,0.025,0.308,0.75,20.0,5.679,0.014,0.003,0.005,0.0005,0.005
MET-078,LA LABOR POZO,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.12865,29.61653,2022,313.6,1317.0,515.2,997.7,0.025,0.036,0.83,1.1,5.851,0.01,0.003,0.005,0.0005,0.005
MET-080,EL MOLINOTE POZO,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.13473,29.65079,2022,156.9,569.0,146.6,346.4,0.025,0.0015,1.69,1.1,0.607,0.01,0.003,0.005,0.0005,0.005
MET-081,LA CAPILLA POZO,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.14474,29.6716,2022,356.9,1296.0,496.0,436.2,0.025,0.0015,0.65,1.1,4.588,0.01,0.003,0.005,0.0005,0.005
MET-085,BAVIÁCORA POZO 3,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.16836,29.7226,2022,332.9,1233.0,511.3,923.0,0.025,0.0015,0.46,1.1,4.074,0.011,0.003,0.005,0.0005,0.005
MET-099,LA AURORA POZO 2,NOROESTE,SONORA,BAVIACORA,RÍO SONORA,POZO,-110.1321,29.57861,2022,391.8,1451.0,584.1,1061.0,0.043,0.0015,0.72,1.1,5.611,0.01,0.003,0.005,0.0005,0.005
MET-112,SAN RAFAEL DE URES POZO,NOROESTE,SONORA,URES,RÍO SONORA,POZO,-110.46914,29.37303,2022,136.7,591.0,44.2,330.8,0.025,0.0015,8.63,1.1,1.063,0.015,0.003,0.018,0.0005,0.005
MET-113,GUADALUPE DE URES POZO,NOROESTE,SONORA,URES,RÍO SONORA,POZO,-110.45391,29.38781,2022,384.1,1619.0,632.5,1232.4,0.035,0.0015,0.57,1.1,7.559,0.01,0.003,0.005,0.0005,0.005
MF13,MF13,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA ,PRESA LA AMISTAD,BROTE,-101.07869,29.44536,2022,132.6,849.0,278.3,544.8,0.025,0.002,0.2,218.0,0.619,0.01,0.003,0.005,0.0005,0.005
OCBAL2857,POZO TLAXIACO,BALSAS,OAXACA,HEROICA CIUDAD DE TLAXIACO,JUXTLAHUACA,POZO,-97.66029,17.24958,2022,162.0,640.0,384.3,456.0,0.058,0.347,0.2,1.1,0.875,0.01,0.003,0.008,0.0005,0.005
OCBAL2858,POZO N°6 TAMAZULAPAN,BALSAS,OAXACA,VILLA DE TAMAZULÁPAM DEL PROGRESO,TAMAZULAPAN,POZO,-97.54652,17.66765,2022,215.0,665.0,501.5,565.8,5.477,0.146,0.2,1.1,1.188,0.01,0.003,0.011,0.0005,0.005
OCBAL2868,POZO SAN AGUSTIN ATENANGO,BALSAS,OAXACA,SAN AGUSTÍN ATENANGO,MARISCALA,POZO,-97.96749,17.61476,2022,112.0,532.0,289.5,312.0,0.099,0.002,0.2,1.1,0.371,0.01,0.003,0.012,0.0005,0.005
OCBAL2877,POZO CALIHUALA (BALSAS),BALSAS,OAXACA,CALIHUALÁ,TLAPA-HUAMUXTITLAN,POZO,-98.2704,17.53781,2022,166.0,614.0,306.3,405.0,0.146,0.023,0.2,1.1,0.346,0.01,0.003,0.007,0.0005,0.005
OCCCN5219M1,POZO 47 LAS PALMAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMÍ,CEBALLOS,POZO,-104.18966,26.49838,2022,76.5,2397.0,475.7,1802.0,0.312,0.005,3.0,1.1,9.114,0.3,0.003,0.006,0.0005,0.005
OCCCN5229M1,POZO 2 RANCHO LAS HABAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.8946,25.75665,2022,216.6,1154.0,580.0,942.0,0.025,0.0015,0.47,1.1,19.161,0.01,0.003,0.005,0.0005,0.005
OCCCN5230M1,POZO 2879 LA PARRITA,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87844,25.75544,2022,200.0,654.0,340.0,497.4,0.025,0.0015,0.36,10.0,9.89,0.01,0.003,0.005,0.0005,0.005
OCCCN5231M1,POZO 1 RANCHO GRANDE,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87814,25.74547,2022,208.8,525.0,286.0,377.2,0.025,0.0015,0.39,1.1,5.648,0.01,0.003,0.005,0.0005,0.005
OCCCN5233M1,POZO VICENTE SUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87056,25.72986,2022,218.8,423.0,246.0,298.2,0.025,0.0015,0.33,1.1,3.742,0.01,0.003,0.005,0.0005,0.005
OCCCN5245M1,POZO 4101 SAN FERNANDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53596,25.50964,2022,171.8,391.0,160.0,264.4,0.025,0.0015,0.51,1.1,0.55,0.01,0.003,0.005,0.0005,0.005
OCCCN5246M1,POZO 14 SAN IGNACIO (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.538,25.59531,2022,192.8,1098.0,581.7,751.2,0.025,0.0015,0.78,10.0,7.59,0.01,0.003,0.005,0.0005,0.005
OCCCN5247M1,POZO 32 PANCHO VILLA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.50867,25.56933,2022,193.8,1449.0,546.4,1074.4,0.028,0.0015,0.75,1.1,12.387,0.031,0.003,0.005,0.0005,0.005
OCCCN5248M1,POZO 6 CASA DE LA CULTURA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.5023,25.5515,2022,182.6,790.0,292.9,524.4,0.027,0.004,0.52,1.1,9.793,0.021,0.003,0.005,0.0005,0.005
OCCCN5249M1,POZO 5 TRUJANO/URREA,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.501283,25.557981,2022,199.9,1247.0,444.6,845.8,0.025,0.0015,0.68,1.1,13.891,0.023,0.003,0.005,0.0005,0.005
OCCCN5250M1,POZO 7 LIBRES PICARDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.49377,25.32396,2022,238.7,1018.0,326.0,719.6,0.025,0.0015,1.11,1.1,5.562,0.035,0.003,0.005,0.0005,0.005
OCCCN5251M1,POZO COL. VICTORIA (BOMBA 12 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.48221,25.53584,2022,172.4,614.0,245.1,426.0,1.61,0.946,0.53,1.1,7.695,0.019,0.003,0.005,0.0005,0.005
OCCCN5253M1,POZO 1254 (BOMBA 72 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.47512,25.53947,2022,216.2,834.0,330.3,650.3,2.092,0.407,0.4,1.1,14.911,0.02,0.003,0.006,0.0005,0.005
OCCCN5254M1,POZO 4074 (BOMBA 50 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.45091,25.52089,2022,187.7,1550.0,513.1,1075.0,0.025,0.0015,0.79,1.1,30.167,0.025,0.003,0.005,0.0005,0.005
OCCCN5256M1,POZO 3704 (BOMBA 31 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.44817,25.56234,2022,140.8,768.0,295.0,524.6,0.052,0.0015,0.47,1.1,4.674,0.025,0.003,0.005,0.0005,0.005
OCCCN5257M1,POZO 336 (BOMBA 35 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.44813,25.57216,2022,139.7,825.0,326.2,560.4,0.029,0.0015,0.59,1.1,5.432,0.024,0.003,0.005,0.0005,0.005
OCCCN5258M1,POZO EL QUEMADO,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.39419,25.71844,2022,101.0,498.0,147.5,303.0,0.025,0.0015,0.5,10.0,1.599,0.024,0.003,0.005,0.0005,0.005
OCCCN5260M1,POZO GRANJA RIOS,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.43683,25.67909,2022,224.4,2400.0,818.5,1927.4,0.041,0.002,0.8,1160.0,16.28,0.04,0.003,0.005,0.0005,0.005
OCCCN5262M1,POZO CNA 4840,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.41213,25.81251,2022,101.0,526.0,101.8,340.0,0.705,0.035,1.44,1722.0,2.883,0.081,0.003,0.005,0.0005,0.005
OCCCN5263M1,POZO BELLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.41669,25.62614,2022,192.8,486.0,187.0,296.0,1.572,0.035,0.42,63.0,2.137,0.024,0.003,0.005,0.0005,0.005
OCCCN5264M1,POZO 1 LA ESPERANZA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMÓN BOLÍVAR,ORIENTE AGUANAVAL,POZO,-103.40289,25.1457,2022,257.0,2843.0,731.2,2120.5,0.025,0.0015,1.72,1.1,27.987,0.058,0.003,0.005,0.0005,0.005
OCCCN5268M1,POZO 369 ALBIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.36106,25.67098,2022,126.9,430.0,10.0,254.6,0.025,0.0015,3.46,1.1,0.443,0.487,0.003,0.005,0.0005,0.005
OCCCN5270M1,POZO EL CANARIO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.34812,25.59293,2022,146.9,677.0,243.1,452.0,0.025,0.0015,0.36,1.1,4.632,0.03,0.003,0.005,0.0005,0.005
OCCCN5273M1,POZO 1 EL CUIJE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.33905,25.69791,2022,104.5,325.0,78.9,211.4,0.025,0.0015,0.42,1.1,0.716,0.027,0.003,0.005,0.0005,0.005
OCCCN5275M1,POZO CAMPO DE TIRO-STMV,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.34386,25.41693,2022,181.7,1422.0,444.5,1004.0,0.045,0.002,0.93,1.1,13.353,0.029,0.003,0.005,0.0005,0.005
OCCCN5276M1,POZO NUEVO SAN ISIDRO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.39794,25.61982,2022,136.6,424.0,125.9,291.0,0.027,0.002,0.39,52.0,4.211,0.081,0.003,0.005,0.0005,0.005
OCCCN5277M1,POZO ALAMITO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.31006,25.73095,2022,107.6,344.0,47.8,233.4,0.025,0.003,0.79,1.1,1.012,0.079,0.003,0.005,0.0005,0.005
OCCCN5279M1,POZO 701 EL FRESNO DEL NORTE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.29658,25.74773,2022,108.6,333.0,37.4,221.8,0.052,0.009,0.96,20.0,0.619,0.085,0.003,0.005,0.0005,0.005
OCCCN5280M1,POZO CALERAS DE LA LAGUNA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.43071,25.50616,2022,160.4,1203.0,365.8,874.0,0.025,0.0015,0.72,1.1,20.478,0.03,0.003,0.005,0.0005,0.005
OCCCN5284M1,POZO ADM,CUENCAS CENTRALES DEL NORTE,DURANGO,GÓMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.48577,25.55517,2022,181.6,767.0,295.0,515.0,0.622,0.117,0.57,1793.0,8.602,0.02,0.003,0.005,0.0005,0.005
OCCCN5285M1,POZO 529 GATHO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.24722,25.7626,2022,57.9,1645.0,430.0,1177.0,0.079,0.014,0.51,1.1,0.53,0.041,0.003,0.005,0.0005,0.005
OCCCN5288M1,POZO EL CARIÑO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.19515,25.54237,2022,107.6,637.0,95.6,374.0,0.322,0.003,0.82,1.1,0.13,0.038,0.003,0.005,0.0005,0.005
OCCCN5289M1,POZO GILITA 2,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,PRINCIPAL-REGION LAGUNERA,POZO,-103.1743,25.38371,2022,155.3,1466.0,696.2,1121.3,0.03,0.002,1.93,41.0,2.319,0.06,0.003,0.005,0.0005,0.005
